Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,SPY,SPY,SPY,SPY,SPY,,,
2021-08-16,2021,8,16,Monday,33,2021-33,415.47,417.88,413.92,417.75,73740000,0.0023547355938298153,413.00857142857143,408.7893939393939
2021-08-17,2021,8,17,Tuesday,33,2021-33,415.2,415.87,412.03,415.01,92673900,-0.006555095433940505,413.3564285714286,408.97235294117644
2021-08-18,2021,8,18,Wednesday,33,2021-33,414.0,415.56,410.23,410.47,89351900,-0.010945086979998297,413.2578571428571,409.01514285714285
2021-08-19,2021,8,19,Thursday,33,2021-33,407.75,412.3,407.61,411.11,92812200,0.0015482906462354062,413.34857142857146,409.0733333333333
2021-08-20,2021,8,20,Friday,33,2021-33,411.45,414.7,410.97,414.38,72008700,0.007957157604010057,413.73357142857145,409.21675675675675
2021-08-23,2021,8,23,Monday,34,2021-34,416.06,418.93,414.45,418.02,54973000,0.008796439975625958,414.14142857142855,409.4484210526316
2021-08-24,2021,8,24,Tuesday,34,2021-34,418.69,419.22,418.17,418.69,38744700,0.0015875571032522018,414.7421428571428,409.6853846153846
2021-08-25,2021,8,25,Wednesday,34,2021-34,418.87,420.08,418.5,419.57,40529700,0.002098178208991497,415.21999999999997,409.9325
2021-08-26,2021,8,26,Thursday,34,2021-34,419.28,419.52,416.99,417.09,57829600,-0.0059030540996792835,415.4721428571429,410.10707317073167
2021-08-27,2021,8,27,Friday,34,2021-34,417.89,421.19,417.84,420.82,77235100,0.008941074035186514,416.0142857142857,410.3621428571428
2021-08-30,2021,8,30,Monday,35,2021-35,421.49,423.45,421.25,422.67,48357400,0.004397379455694406,416.65214285714285,410.6483720930233
2021-08-31,2021,8,31,Tuesday,35,2021-35,422.57,422.91,421.44,422.04,59300200,-0.0014813733385723449,417.17142857142863,410.9072727272727
2021-09-01,2021,9,1,Wednesday,35,2021-35,422.98,423.49,422.03,422.27,48721400,0.0005314014587256555,417.61857142857144,411.1597777777778
2021-09-02,2021,9,2,Thursday,35,2021-35,423.69,424.37,422.37,423.57,42501000,0.0030765743973795168,418.1042857142857,411.42956521739126
2021-09-03,2021,9,3,Friday,35,2021-35,422.43,423.98,422.03,423.46,47170500,-0.0002427340456221394,418.51214285714286,411.68553191489366
2021-09-07,2021,9,7,Tuesday,36,2021-36,423.12,423.21,421.28,421.95,51671500,-0.0035756653259122473,419.0078571428571,411.89937499999996
2021-09-08,2021,9,8,Wednesday,36,2021-36,421.42,422.14,419.52,421.43,56181900,-0.0012181042314476365,419.7907142857143,412.0938775510204
2021-09-09,2021,9,9,Thursday,36,2021-36,421.24,422.99,419.39,419.63,57970400,-0.004280222955675428,420.39928571428567,412.2446
2021-09-10,2021,9,10,Friday,36,2021-36,421.56,421.98,416.2,416.32,89948200,-0.007884685689991455,420.53785714285715,412.5694
2021-09-13,2021,9,13,Monday,37,2021-37,419.31,419.57,415.08,417.39,83738600,0.002559515497504661,420.49285714285713,412.8714
2021-09-14,2021,9,14,Tuesday,37,2021-37,418.83,419.03,414.25,415.13,78197100,-0.0053968164836726285,420.23857142857145,413.06659999999994
2021-09-15,2021,9,15,Wednesday,37,2021-37,415.56,419.1,414.45,418.6,78792200,0.008352703861020272,420.1692857142857,413.346
2021-09-16,2021,9,16,Thursday,37,2021-37,418.08,419.05,414.99,417.94,77786700,-0.0015852136542710005,420.22999999999996,413.5836
2021-09-17,2021,9,17,Friday,37,2021-37,417.17,417.59,413.51,413.87,118425000,-0.009741205908513129,419.7335714285714,413.806
2021-09-20,2021,9,20,Monday,38,2021-38,407.75,409.33,402.11,406.97,166445500,-0.016673975285978138,418.6121428571428,413.80440000000004
2021-09-21,2021,9,21,Tuesday,38,2021-38,409.3,410.6,406.06,406.58,92526100,-0.0009447723956388376,417.5078571428571,413.76579999999996
2021-09-22,2021,9,22,Wednesday,38,2021-38,408.85,412.58,406.69,410.55,102350100,0.009754942021579671,416.6707142857143,413.8344
2021-09-23,2021,9,23,Thursday,38,2021-38,412.41,417.14,412.18,415.54,76396000,0.012149914382467042,416.09714285714284,413.9907999999999
2021-09-24,2021,9,24,Friday,38,2021-38,413.91,416.93,413.69,416.22,62094800,0.0016472900169746119,415.58,414.1886
2021-09-27,2021,9,27,Monday,39,2021-39,415.19,416.35,414.34,415.03,61371100,-0.002860822922481132,415.0857142857143,414.4264
2021-09-28,2021,9,28,Tuesday,39,2021-39,412.26,412.59,405.94,406.67,130436300,-0.02015196641988448,414.0314285714286,414.616
2021-09-29,2021,9,29,Wednesday,39,2021-39,408.04,409.78,406.79,407.35,82329200,0.0016831444070213308,413.1542857142858,414.7054
2021-09-30,2021,9,30,Thursday,39,2021-39,408.82,409.53,402.03,402.37,140506000,-0.012222279408960812,412.15785714285715,414.63
2021-10-01,2021,10,1,Friday,39,2021-39,404.1,408.83,400.58,407.15,129240100,0.011884089869509395,411.4264285714286,414.6332
2021-10-04,2021,10,4,Monday,40,2021-40,405.99,406.89,399.77,401.9,128570000,-0.012896025448164927,410.4814285714286,414.4476
2021-10-05,2021,10,5,Tuesday,40,2021-40,403.4,408.33,402.61,406.09,90682500,0.010405042652853913,409.5878571428571,414.32560000000007
2021-10-06,2021,10,6,Wednesday,40,2021-40,402.49,407.98,400.87,407.77,113032200,0.004156206323385536,408.8614285714286,414.27479999999997
2021-10-07,2021,10,7,Thursday,40,2021-40,411.05,414.13,410.87,411.3,72437500,0.00864546994812354,408.6778571428572,414.298
2021-10-08,2021,10,8,Friday,40,2021-40,412.07,412.45,409.92,410.55,74557400,-0.0018237155137355021,408.9335714285714,414.27200000000005
2021-10-11,2021,10,11,Monday,41,2021-41,409.89,412.8,407.51,407.58,65233300,-0.007239654461373646,409.005,414.2268
2021-10-12,2021,10,12,Tuesday,41,2021-41,408.5,408.9,405.79,406.57,71181200,-0.0024615404428661725,408.7207142857143,414.17839999999995
2021-10-13,2021,10,13,Wednesday,41,2021-41,407.59,408.85,404.62,408.04,72974000,0.0035975756352952803,408.185,414.09299999999996
2021-10-14,2021,10,14,Thursday,41,2021-41,411.69,415.05,411.22,414.9,70236800,0.016820522654629855,408.0907142857142,414.1854
2021-10-15,2021,10,15,Friday,41,2021-41,417.01,418.42,416.39,418.06,66260200,0.007615878622573513,408.3071428571429,414.28899999999993
2021-10-18,2021,10,18,Monday,42,2021-42,416.28,419.63,415.62,419.3,62213200,0.00296044544137386,409.2092857142857,414.40380000000005
2021-10-19,2021,10,19,Tuesday,42,2021-42,420.92,422.6,420.31,422.53,46996800,0.007714905636716063,410.2935714285714,414.5898
2021-10-20,2021,10,20,Wednesday,42,2021-42,422.99,424.49,422.88,424.19,49571600,0.003927844890609267,411.85214285714284,414.79879999999997
2021-10-21,2021,10,21,Thursday,42,2021-42,423.59,425.52,423.16,425.3,41305400,0.00260822226709867,413.1485714285714,415.0094
2021-10-22,2021,10,22,Friday,42,2021-42,424.87,426.31,422.92,424.86,58845100,-0.0010362982067563253,414.7885714285715,415.1864
2021-10-25,2021,10,25,Monday,43,2021-43,425.94,427.46,424.17,427.14,45214500,0.005362778585749073,416.2921428571429,415.39380000000006
2021-10-26,2021,10,26,Tuesday,43,2021-43,428.68,429.89,427.14,427.52,56075100,0.0009000911665604239,417.70285714285717,415.5892
2021-10-27,2021,10,27,Wednesday,43,2021-43,427.98,428.64,425.55,425.63,72438000,-0.004430165327071411,418.7264285714286,415.80159999999995
2021-10-28,2021,10,28,Thursday,43,2021-43,427.05,429.81,427.04,429.73,51437900,0.009648741913612868,420.0964285714286,416.1868
2021-10-29,2021,10,29,Friday,43,2021-43,427.44,430.89,427.14,430.6,70162400,0.0020291211156566735,421.7407142857143,416.57660000000004
2021-11-01,2021,11,1,Monday,44,2021-44,431.59,431.96,429.62,431.35,48433600,0.0017204771723167145,423.51071428571424,416.916
2021-11-02,2021,11,2,Tuesday,44,2021-44,431.51,433.4,431.38,433.09,48908400,0.004043138984803907,425.3,417.2174
2021-11-03,2021,11,3,Wednesday,44,2021-44,432.53,436.14,432.09,435.73,52509800,0.006105079237079369,426.7878571428572,417.5582
2021-11-04,2021,11,4,Thursday,44,2021-44,436.33,437.87,435.99,437.79,52847100,0.004712461082012176,428.19714285714286,417.92260000000005
2021-11-05,2021,11,5,Friday,44,2021-44,440.01,441.29,437.8,439.31,66390600,0.003469547388299743,429.62642857142856,418.367
2021-11-08,2021,11,8,Monday,45,2021-45,440.4,440.9,439.0,439.68,50405200,0.0008538287072759054,430.8514285714286,418.7442
2021-11-09,2021,11,9,Tuesday,45,2021-45,440.05,440.28,436.82,438.23,51149100,-0.003305234444679672,431.8542857142857,419.0554
2021-11-10,2021,11,10,Wednesday,45,2021-45,436.54,438.23,433.22,434.7,69429700,-0.008045081313636682,432.52571428571434,419.3086
2021-11-11,2021,11,11,Thursday,45,2021-45,436.19,436.27,434.82,434.84,34848500,0.0003237083398388574,433.2385714285714,419.56
2021-11-12,2021,11,12,Friday,45,2021-45,436.11,438.68,435.16,438.12,53466700,0.007546609689228934,434.0228571428571,419.85100000000006
2021-11-15,2021,11,15,Monday,46,2021-46,439.41,439.57,437.15,438.27,46980500,0.00034249423569043813,434.7907142857143,420.1472
2021-11-16,2021,11,16,Tuesday,46,2021-46,438.01,441.14,437.94,440.01,48857500,0.003957980868529054,435.8178571428572,420.50840000000005
2021-11-17,2021,11,17,Wednesday,46,2021-46,439.75,439.92,438.32,438.94,47858300,-0.002429497985359519,436.4757142857143,420.8586
2021-11-18,2021,11,18,Thursday,46,2021-46,439.97,440.69,437.25,440.43,50625600,0.0033966072583691,437.17785714285714,421.27459999999996
2021-11-19,2021,11,19,Friday,46,2021-46,440.32,441.57,439.28,439.64,57315600,-0.001788175329458186,437.77000000000004,421.741
2021-11-22,2021,11,22,Monday,47,2021-47,441.52,444.0,438.2,438.41,72762000,-0.002815311133251286,438.15000000000003,422.1614
2021-11-23,2021,11,23,Tuesday,47,2021-47,438.08,439.84,435.48,438.99,73206500,0.0013259393143303377,438.3828571428571,422.6386
2021-11-24,2021,11,24,Wednesday,47,2021-47,436.99,440.28,436.17,440.16,61858800,0.002670056747048122,438.5521428571428,423.06980000000004
2021-11-26,2021,11,26,Friday,47,2021-47,433.5,434.96,429.22,430.34,112669600,-0.022303147841580162,437.9114285714286,423.3178
2021-11-29,2021,11,29,Monday,48,2021-48,435.12,437.46,432.93,435.62,86268800,0.01226640683504665,437.62142857142857,423.7528
2021-11-30,2021,11,30,Tuesday,48,2021-48,433.18,435.09,426.9,427.14,148559600,-0.01945761135973778,436.82928571428573,424.15619999999996
2021-12-01,2021,12,1,Wednesday,48,2021-48,432.85,435.69,422.2,422.4,131939200,-0.011107143500153072,435.95071428571424,424.4726
2021-12-02,2021,12,2,Thursday,48,2021-48,422.62,430.44,422.22,428.87,127637800,0.01531629652187072,435.5242857142857,424.839
2021-12-03,2021,12,3,Friday,48,2021-48,430.53,431.59,420.92,425.14,137331600,-0.008701220455040848,434.59714285714284,425.031
2021-12-06,2021,12,6,Monday,49,2021-49,427.68,432.05,425.27,430.17,98977500,0.011843366278510903,434.0185714285714,425.31
2021-12-07,2021,12,7,Tuesday,49,2021-49,435.44,439.63,430.04,439.07,95484700,0.020684794383619032,433.95142857142855,425.7908
2021-12-08,2021,12,8,Wednesday,49,2021-49,439.46,440.68,437.71,440.23,72238800,0.0026477880318311886,434.04357142857145,426.462
2021-12-09,2021,12,9,Thursday,49,2021-49,438.95,440.34,437.06,437.26,61272600,-0.006751480842082103,433.8171428571428,427.06020000000007
2021-12-10,2021,12,10,Friday,49,2021-49,439.96,441.53,437.41,441.38,77159800,0.009413476182812408,433.9414285714285,427.8404
2021-12-13,2021,12,13,Monday,50,2021-50,440.86,441.21,437.19,437.47,87724700,-0.008858429682238711,433.8742857142857,428.4468
2021-12-14,2021,12,14,Tuesday,50,2021-50,434.2,436.69,431.54,434.46,97264100,-0.00688004274869658,433.55071428571426,429.09799999999996
2021-12-15,2021,12,15,Wednesday,50,2021-50,434.51,441.49,432.0,441.25,116899300,0.015625110852070856,433.62857142857143,429.80119999999994
2021-12-16,2021,12,16,Thursday,50,2021-50,443.09,443.37,435.81,437.36,116568600,-0.00881832251301784,434.13,430.39300000000003
2021-12-17,2021,12,17,Friday,50,2021-50,434.28,437.28,431.0,432.7,135511600,-0.010642960348837494,433.9214285714285,430.82099999999997
2021-12-20,2021,12,20,Monday,51,2021-51,427.63,428.49,424.49,428.1,107134800,-0.010633603996972885,433.98999999999995,431.17199999999997
2021-12-21,2021,12,21,Tuesday,51,2021-51,431.51,435.84,429.35,435.7,69806300,0.017759319085549174,434.94,431.73440000000005
2021-12-22,2021,12,22,Wednesday,51,2021-51,435.45,440.17,435.25,440.06,58890200,0.00999839883292708,435.73928571428576,432.40420000000006
2021-12-23,2021,12,23,Thursday,51,2021-51,441.06,444.29,440.95,442.8,56439700,0.006222124332360579,437.0007142857143,433.0994
2021-12-27,2021,12,27,Monday,52,2021-52,444.17,449.11,444.12,449.06,56808600,0.014152259379956122,438.34999999999997,433.7826
2021-12-28,2021,12,28,Tuesday,52,2021-52,449.5,450.52,447.93,448.7,47274600,-0.0008174028241716425,439.03785714285715,434.3954
2021-12-29,2021,12,29,Wednesday,52,2021-52,448.8,450.29,447.8,449.27,54503000,0.0012792059455599691,439.6835714285714,434.99479999999994
2021-12-30,2021,12,30,Thursday,52,2021-52,449.69,450.7,447.57,448.03,55329000,-0.0027642906763556407,440.45285714285717,435.50480000000005
2021-12-31,2021,12,31,Friday,52,2021-52,447.54,448.69,446.63,446.9,65237400,-0.0025202670338718702,440.8471428571429,435.959
2022-01-03,2022,1,3,Monday,01,2022-01,448.16,449.62,445.85,449.49,72668200,0.005790022715129961,441.7057142857143,436.4428
2022-01-04,2022,1,4,Tuesday,01,2022-01,450.91,451.62,447.48,449.34,71178700,-0.0003349226714268738,442.7685714285714,436.93240000000003
2022-01-05,2022,1,5,Wednesday,01,2022-01,448.97,449.74,440.61,440.71,104538900,-0.019202327653655593,442.72999999999996,437.2038
2022-01-06,2022,1,6,Thursday,01,2022-01,440.25,443.0,437.93,440.29,86858900,-0.0009392631091741377,442.93928571428575,437.45920000000007
2022-01-07,2022,1,7,Friday,01,2022-01,440.3,441.48,437.2,438.55,85111600,-0.003953479538859828,443.35714285714283,437.7176
2022-01-10,2022,1,10,Monday,02,2022-02,435.36,438.22,429.62,438.01,119362000,-0.0012444239085543929,444.065,437.8832
2022-01-11,2022,1,11,Tuesday,02,2022-02,437.74,442.09,434.75,442.0,74303100,0.009108300908363676,444.515,438.11119999999994
2022-01-12,2022,1,12,Wednesday,02,2022-02,443.73,445.24,441.23,443.19,67605400,0.0027035181777697037,444.73857142857145,438.348
2022-01-13,2022,1,13,Thursday,02,2022-02,444.29,444.94,436.06,437.09,91173100,-0.013778682549692167,444.33071428571424,438.42800000000005
2022-01-14,2022,1,14,Friday,02,2022-02,433.94,437.61,432.73,437.26,95890900,0.0004091491617503884,443.48785714285714,438.4586
2022-01-18,2022,1,18,Tuesday,03,2022-03,432.58,432.79,428.41,429.52,109709100,-0.01770982041440472,442.1178571428572,438.2932
2022-01-19,2022,1,19,Wednesday,03,2022-03,431.06,432.46,424.79,425.06,109357600,-0.010383378069040217,440.3885714285714,438.0082
2022-01-20,2022,1,20,Thursday,03,2022-03,426.94,431.64,418.24,420.36,122379700,-0.0110679833172187,438.4121428571429,437.6218
2022-01-21,2022,1,21,Friday,03,2022-03,419.24,421.59,412.08,412.1,202271200,-0.019630811602026843,435.9264285714286,437.0992
2022-01-24,2022,1,24,Monday,04,2022-04,406.51,414.36,395.9,413.85,251783900,0.004246799885810004,433.3807142857143,436.6822
2022-01-25,2022,1,25,Tuesday,04,2022-04,407.47,413.74,401.91,408.8,167997300,-0.012208908631214044,430.485,436.1614
2022-01-26,2022,1,26,Wednesday,04,2022-04,414.68,417.81,403.52,407.78,186391100,-0.002508884263156319,428.1328571428571,435.5546
2022-01-27,2022,1,27,Thursday,04,2022-04,412.37,415.5,404.08,405.76,149878300,-0.004937962824094755,425.6664285714286,434.90439999999995
2022-01-28,2022,1,28,Friday,04,2022-04,407.12,415.89,402.54,415.84,164457400,0.024835275733534168,424.0442857142857,434.421
2022-01-31,2022,1,31,Monday,05,2022-05,415.17,423.68,413.83,423.33,152251400,0.01801130864127587,422.9957142857143,434.10880000000003
2022-02-01,2022,2,1,Tuesday,05,2022-05,424.05,426.83,420.53,426.19,123155400,0.00675687804249292,421.86642857142857,433.824
2022-02-02,2022,2,2,Wednesday,05,2022-05,428.59,431.05,426.28,430.33,117361000,0.00971402695180612,420.9478571428571,433.63779999999997
2022-02-03,2022,2,3,Thursday,05,2022-05,424.31,426.21,419.38,420.21,118024400,-0.023504946304639285,419.7421428571429,433.27380000000005
2022-02-04,2022,2,4,Friday,05,2022-05,419.98,426.03,417.61,422.19,118454400,0.004702174095550182,418.6657142857143,432.9378
2022-02-07,2022,2,7,Monday,06,2022-06,422.95,424.35,419.51,420.84,84472900,-0.003209406162276718,418.04571428571427,432.5514
2022-02-08,2022,2,8,Tuesday,06,2022-06,420.34,425.22,418.92,424.3,81012000,0.008227957564702182,417.99142857142857,432.43059999999997
2022-02-09,2022,2,9,Wednesday,06,2022-06,428.33,430.83,428.13,430.51,92589900,0.014636206199376556,418.71642857142854,432.32840000000004
2022-02-10,2022,2,10,Thursday,06,2022-06,424.67,430.67,420.78,422.77,140103700,-0.01796575872033035,419.4785714285714,432.24100000000004
2022-02-11,2022,2,11,Friday,06,2022-06,422.86,424.93,413.01,414.44,153214600,-0.019718770414589915,419.5207142857143,432.0818
2022-02-14,2022,2,14,Monday,07,2022-07,413.93,415.51,409.62,413.08,123006300,-0.0032692263935412136,419.82642857142855,431.76599999999996
2022-02-15,2022,2,15,Tuesday,07,2022-07,417.51,419.91,417.0,419.74,88482700,0.01612706377420614,420.68071428571426,431.658
2022-02-16,2022,2,16,Wednesday,07,2022-07,417.7,421.59,415.83,420.21,84863600,0.0011206779847339199,421.7128571428571,431.4588
2022-02-17,2022,2,17,Thursday,07,2022-07,417.03,420.19,410.64,411.24,102259100,-0.02136156869762551,421.38428571428574,430.9022
2022-02-18,2022,2,18,Friday,07,2022-07,411.49,412.74,406.31,408.58,132642900,-0.006474960980889066,420.33071428571424,430.26919999999996
2022-02-22,2022,2,22,Tuesday,08,2022-08,406.37,409.77,400.7,404.19,124391800,-0.010731767799916248,418.75928571428574,429.6078
2022-02-23,2022,2,23,Wednesday,08,2022-08,407.1,407.66,396.46,397.02,132578000,-0.017738436044020034,416.38,428.72060000000005
2022-02-24,2022,2,24,Thursday,08,2022-08,386.74,403.43,386.38,403.0,213942900,0.015048988134050978,415.1507142857143,428.0312
2022-02-25,2022,2,25,Friday,08,2022-08,404.23,411.97,402.58,411.89,121804500,0.022063995226180966,414.415,427.57980000000003
2022-02-28,2022,2,28,Monday,09,2022-09,406.51,412.31,405.25,410.83,145615000,-0.0025584728974581417,413.7,426.9714
2022-03-01,2022,3,1,Tuesday,09,2022-09,409.34,411.34,401.88,404.58,137785900,-0.01523013488442293,412.2914285714286,426.3158
2022-03-02,2022,3,2,Wednesday,09,2022-09,406.83,413.74,406.07,412.02,117726500,0.01839617094489543,410.9707142857142,425.9022
2022-03-03,2022,3,3,Thursday,09,2022-09,414.45,415.05,408.17,409.97,105501700,-0.004978430553730595,410.05642857142857,425.5396
2022-03-04,2022,3,4,Friday,09,2022-09,406.24,407.77,402.6,406.64,113978200,-0.008124862101852148,409.4992857142857,424.9584
2022-03-07,2022,3,7,Monday,10,2022-10,406.05,406.76,394.58,394.65,137896600,-0.029479207005346453,408.18285714285713,424.05019999999996
2022-03-08,2022,3,8,Tuesday,10,2022-10,394.83,401.97,390.59,391.66,164772700,-0.007581496857494541,406.1771428571428,423.0274
2022-03-09,2022,3,9,Wednesday,10,2022-10,400.02,404.13,397.84,402.16,116990800,0.026810845954397422,404.8878571428572,422.08939999999996
2022-03-10,2022,3,10,Thursday,10,2022-10,397.56,401.24,395.6,400.34,93972700,-0.00451558295761656,404.1092857142857,421.1222
2022-03-11,2022,3,11,Friday,10,2022-10,402.83,403.44,394.74,395.25,95636300,-0.012715178417882167,403.15714285714284,420.0418
2022-03-14,2022,3,14,Monday,11,2022-11,396.02,399.47,391.22,392.36,95729200,-0.007308433320235896,402.3121428571429,418.92839999999995
2022-03-15,2022,3,15,Tuesday,11,2022-11,394.97,401.62,393.7,400.99,106219100,0.02199066233168545,402.5957142857143,418.01020000000005
2022-03-16,2022,3,16,Wednesday,11,2022-11,404.49,409.94,399.7,409.88,144954800,0.022174039113555866,403.08714285714285,417.21799999999996
2022-03-17,2022,3,17,Thursday,11,2022-11,407.97,415.01,407.6,415.01,102676900,0.012511009935932016,403.31,416.5314
2022-03-18,2022,3,18,Friday,11,2022-11,413.4,419.88,412.67,419.56,106345500,0.01095286845012966,403.9335714285714,416.10839999999996
2022-03-21,2022,3,21,Monday,12,2022-12,419.39,421.39,415.93,419.43,88349800,-0.0002925508990920811,404.9942857142857,415.6912
2022-03-22,2022,3,22,Tuesday,12,2022-12,420.82,425.28,420.82,424.34,74650400,0.011701385905266593,405.87428571428575,415.407
2022-03-23,2022,3,23,Wednesday,12,2022-12,421.81,423.3,418.79,418.88,79426100,-0.012878468118684205,406.5107142857143,415.0244
2022-03-24,2022,3,24,Thursday,12,2022-12,420.9,425.2,419.78,425.19,64736900,0.015074716423799872,407.8357142857143,414.6882
2022-03-25,2022,3,25,Friday,12,2022-12,425.82,427.54,423.25,427.27,77101300,0.004883412203082971,410.1657142857143,414.36979999999994
2022-03-28,2022,3,28,Monday,13,2022-13,426.67,430.31,424.79,430.31,68529800,0.007113065297022381,412.9264285714286,414.2342
2022-03-29,2022,3,29,Tuesday,13,2022-13,434.19,436.12,431.51,435.63,86581500,0.012370797989234683,415.3171428571428,414.2016
2022-03-30,2022,3,30,Wednesday,13,2022-13,434.49,435.3,430.84,432.94,79666900,-0.006174965769942475,417.6457142857143,414.27
2022-03-31,2022,3,31,Thursday,13,2022-13,432.18,433.0,425.82,426.28,121699900,-0.015391085200255006,419.8621428571429,414.29439999999994
2022-04-01,2022,4,1,Friday,13,2022-13,427.85,427.99,423.92,427.49,89048800,0.0028340717464661047,422.37142857142857,414.43700000000007
2022-04-04,2022,4,4,Monday,14,2022-14,427.68,431.25,426.86,431.15,59601000,0.008566495207787073,424.5257142857143,414.818
2022-04-05,2022,4,5,Tuesday,14,2022-14,429.66,432.12,424.56,425.7,74214500,-0.012631241874635046,425.6557142857142,415.055
2022-04-06,2022,4,6,Wednesday,14,2022-14,421.79,423.72,418.57,421.44,106898000,-0.00999937273175322,426.11499999999995,415.3078
2022-04-07,2022,4,7,Thursday,14,2022-14,420.57,425.38,418.62,423.57,78097200,0.005039069826044962,426.40142857142854,415.6236
2022-04-08,2022,4,8,Friday,14,2022-14,422.81,425.32,420.9,422.44,79272700,-0.002674163778049632,426.61642857142857,415.9572
2022-04-11,2022,4,11,Monday,15,2022-15,419.17,420.01,414.71,415.22,89770500,-0.01709224068173909,425.965,415.94480000000004
